"","ID","V1_SitioZona","V2_TiempoConoce_meses","V3_Recomienda","V4_Atencion_cat","V5_Atencion_1a4","V6_VisitasSemana","V7_PrecioAlmuerzo","V8_CompanerosAlmuerzo","V9_Edad","V11_Ingresos","V12_Gastos","V13_PesoKg","V14_EstaturaCm","V15_Sexo"
"243",243,"Zona Centro",32,"No","Buena",3,4,21554,2,39,4515343,3253274,73.6,156,"Femenino"
"244",244,"Zona Centro",9,"Sí","Mala",1,5,29323,4,35,3305370,1774426,74.6,161.9,"Femenino"
"245",245,"Zona Norte",41,"Sí","Buena",3,3,25811,3,51,3434398,1603782,76.7,159,"Masculino"
"246",246,"Zona Centro",81,"No","Excelente",4,5,19565,2,33,7853305,3333960,76.5,167,"Masculino"
"247",247,"Zona Centro",49,"No","Buena",3,3,23886,3,19,1500000,862072,49.1,173.4,"Masculino"
"248",248,"Zona Norte",19,"No","Excelente",4,1,29017,2,49,4329659,2862645,67.3,163.1,"Femenino"
"249",249,"Zona Centro",36,"No","Regular",2,2,20323,1,34,2509717,2039787,69.8,160.5,"Femenino"
"250",250,"Zona Centro",28,"Sí","Regular",2,0,19166,0,63,5315978,2400802,68.4,177.5,"Masculino"
"251",251,"Zona Norte",12,"Sí","Regular",2,2,30454,1,45,5187537,3693176,77.5,168.1,"Masculino"
"252",252,"Zona Norte",39,"No","Buena",3,1,30661,0,30,6375912,4633085,67.2,181.4,"Masculino"
"253",253,"Zona Sur",66,"Sí","Regular",2,11,19194,2,30,1500000,834605,79.6,169.4,"Masculino"
"254",254,"Zona Sur",5,"Sí","Mala",1,4,17910,5,41,1668561,1011232,50.3,153.5,"Femenino"
"255",255,"Zona Centro",39,"Sí","Excelente",4,4,26309,3,37,3481096,2142034,69.4,158.7,"Femenino"
"256",256,"Zona Sur",24,"Sí","Excelente",4,7,12595,0,43,2597282,1708824,61.8,151.7,"Femenino"
"257",257,"Zona Norte",18,"No","Excelente",4,3,25667,2,31,1532859,931160,62.4,159.2,"Femenino"
"258",258,"Zona Centro",9,"No","Buena",3,2,18807,3,32,4097785,2624236,69.9,179.5,"Femenino"
"259",259,"Zona Sur",22,"Sí","Mala",1,5,20137,2,41,2305657,1440135,76.1,165.6,"Masculino"
"260",260,"Zona Centro",30,"No","Buena",3,5,20307,2,34,2711455,882180,60,158,"Femenino"
"261",261,"Zona Centro",20,"Sí","Buena",3,2,16135,2,29,4210774,2490991,78.8,176.3,"Masculino"
"262",262,"Zona Sur",59,"Sí","Buena",3,3,16955,2,46,3220273,1884033,81.9,173.4,"Masculino"
"263",263,"Zona Centro",102,"Sí","Regular",2,2,23430,3,32,1550970,877076,65.7,150.6,"Femenino"
"264",264,"Zona Centro",7,"Sí","Regular",2,3,21205,0,28,3999226,1569412,52.5,180.1,"Masculino"
"265",265,"Zona Sur",13,"No","Buena",3,3,15647,2,37,1500000,920469,71.1,166.5,"Femenino"
"266",266,"Zona Centro",99,"Sí","Excelente",4,4,25178,5,33,2343445,937890,72.7,176.2,"Masculino"
"267",267,"Zona Centro",2,"Sí","Mala",1,2,22953,2,37,1829989,1151129,66.9,162.2,"Femenino"
"268",268,"Zona Sur",31,"No","Buena",3,4,18526,4,54,4794704,2682448,63.1,159,"Femenino"
"269",269,"Zona Sur",64,"No","Mala",1,1,15219,2,37,1906660,1267049,91.2,168.4,"Femenino"
"270",270,"Zona Norte",19,"Sí","Excelente",4,2,25800,0,40,2760079,914719,63.5,158.4,"Femenino"
"271",271,"Zona Centro",139,"Sí","Buena",3,1,20624,2,51,3027287,1806362,68,154.4,"Femenino"
"272",272,"Zona Centro",16,"No","Mala",1,1,26382,2,47,4597191,2692739,74.9,154.5,"Femenino"
"273",273,"Zona Centro",24,"No","Buena",3,3,22343,1,49,3762948,2443542,65.7,159.1,"Femenino"
"274",274,"Zona Centro",68,"Sí","Regular",2,3,22248,2,30,8066934,4517769,74.5,174.9,"Masculino"
"275",275,"Zona Norte",109,"Sí","Buena",3,0,30265,1,35,7938775,3963428,57.2,173.5,"Masculino"
"276",276,"Zona Norte",36,"No","Excelente",4,3,27131,2,37,7099514,4169624,92.1,171.6,"Masculino"
"277",277,"Zona Sur",24,"No","Mala",1,1,16344,2,34,1500000,712979,54.8,161.6,"Masculino"
"278",278,"Zona Norte",27,"No","Regular",2,1,30936,1,36,6500261,4173252,61.4,169.6,"Femenino"
"279",279,"Zona Centro",57,"No","Buena",3,3,22449,1,54,5016231,2435541,57.7,161.6,"Femenino"
"280",280,"Zona Centro",18,"Sí","Buena",3,0,21477,1,35,1500000,577410,54.5,163,"Femenino"
"281",281,"Zona Sur",18,"No","Buena",3,2,17154,3,36,2511015,2046281,67.4,159.2,"Femenino"
"282",282,"Zona Sur",56,"Sí","Excelente",4,7,17682,3,30,1500000,500000,52.9,160.1,"Femenino"
"283",283,"Zona Norte",57,"No","Mala",1,3,30106,0,38,6457336,4769300,77.5,177.3,"Masculino"
"284",284,"Zona Centro",25,"No","Buena",3,2,23101,2,44,5134881,3194619,59.3,164.2,"Femenino"
"285",285,"Zona Norte",11,"No","Excelente",4,3,27913,1,40,6138250,3747088,80.7,168.3,"Masculino"
"286",286,"Zona Centro",7,"Sí","Buena",3,6,22042,2,31,2296875,1855430,74.7,154.3,"Femenino"
"287",287,"Zona Norte",9,"No","Buena",3,0,29263,0,29,12075307,8636450,71.2,167.6,"Masculino"
"288",288,"Zona Norte",19,"No","Excelente",4,2,28640,0,24,3644687,2660260,75.2,155.6,"Femenino"
"289",289,"Zona Sur",14,"No","Mala",1,2,12711,0,34,1500000,652486,70.1,155.6,"Femenino"
"290",290,"Zona Norte",27,"Sí","Excelente",4,1,31998,1,43,2022484,1209009,66.6,159.6,"Femenino"
"291",291,"Zona Norte",73,"Sí","Buena",3,2,26403,1,49,10732756,7718022,79.3,175,"Masculino"
"292",292,"Zona Centro",66,"No","Regular",2,3,20197,2,41,2195812,1326481,76.6,171.6,"Masculino"
"293",293,"Zona Centro",36,"Sí","Regular",2,3,21365,2,38,9043456,4709797,82,174.2,"Masculino"
"294",294,"Zona Centro",39,"Sí","Mala",1,3,21925,2,34,2175735,1050430,67.1,171,"Masculino"
"295",295,"Zona Norte",92,"Sí","Regular",2,0,30026,1,37,1988811,722662,70.7,151.3,"Femenino"
"296",296,"Zona Norte",44,"No","Buena",3,4,26926,2,27,5521844,2172249,56.4,157.7,"Femenino"
"297",297,"Zona Centro",11,"No","Excelente",4,3,19901,1,35,3478522,3113934,62.4,167.2,"Masculino"
"298",298,"Zona Norte",26,"Sí","Excelente",4,2,26430,2,53,2896635,1297304,67.9,172.6,"Masculino"
"299",299,"Zona Centro",86,"Sí","Excelente",4,8,20211,0,52,5426075,4041199,77.4,162.9,"Femenino"
"300",300,"Zona Norte",14,"Sí","Regular",2,2,26632,5,39,2956910,1334055,69.1,168.8,"Masculino"
"301",301,"Zona Centro",31,"No","Mala",1,7,23695,4,40,3259596,1901574,60.5,150,"Femenino"
"302",302,"Zona Sur",9,"No","Mala",1,5,14269,5,50,4652018,2670811,71.6,160.1,"Femenino"
"303",303,"Zona Centro",47,"Sí","Mala",1,4,25378,1,45,3394573,1621064,76.4,174,"Masculino"
"304",304,"Zona Sur",5,"Sí","Excelente",4,9,16632,4,54,2368968,1307430,63.4,165.2,"Femenino"
"305",305,"Zona Centro",26,"Sí","Mala",1,1,20223,0,38,5056207,2652273,74.6,181,"Masculino"
"306",306,"Zona Centro",34,"No","Mala",1,3,24787,3,34,2392904,1275624,64.6,156.4,"Femenino"
"307",307,"Zona Norte",18,"Sí","Buena",3,1,26148,0,26,4760689,2105068,70.9,175.7,"Masculino"
"308",308,"Zona Centro",45,"Sí","Excelente",4,3,22827,0,54,3872095,1460321,63.7,161,"Femenino"
"309",309,"Zona Sur",24,"Sí","Excelente",4,8,18617,1,32,3382494,2217121,80.2,169.7,"Masculino"
"310",310,"Zona Centro",34,"No","Excelente",4,4,22150,1,33,3859400,2636402,78.4,162.9,"Femenino"
"311",311,"Zona Sur",17,"Sí","Mala",1,0,17398,1,35,3069033,2190147,84.1,174.5,"Masculino"
"312",312,"Zona Centro",70,"No","Regular",2,2,23797,2,40,2024050,1102093,69.2,161.8,"Masculino"
"313",313,"Zona Centro",8,"No","Regular",2,3,20680,2,30,6556916,5587922,64.9,162.4,"Femenino"
"314",314,"Zona Sur",17,"No","Buena",3,3,16109,5,27,1500000,626168,68.4,162.7,"Masculino"
"315",315,"Zona Sur",23,"Sí","Buena",3,4,15242,5,34,1559806,714500,81.7,171.4,"Masculino"
"316",316,"Zona Norte",46,"Sí","Mala",1,5,31246,1,42,2683897,1448359,67.9,160.2,"Femenino"
"317",317,"Zona Centro",27,"Sí","Mala",1,0,26471,0,55,6241420,2925619,67.9,170,"Masculino"
"318",318,"Zona Centro",43,"No","Regular",2,4,23143,3,40,6042801,3800602,74,177.6,"Masculino"
"319",319,"Zona Norte",17,"No","Buena",3,2,31833,0,34,1500000,666924,69.8,157.3,"Femenino"
"320",320,"Zona Norte",10,"No","Mala",1,1,28420,3,22,10424670,6927079,66.6,177.9,"Masculino"
"321",321,"Zona Sur",8,"Sí","Buena",3,6,19697,5,36,1515530,875424,70.2,176.8,"Masculino"
"322",322,"Zona Centro",44,"No","Regular",2,4,23883,0,32,2719306,1175864,67.3,168,"Masculino"
"323",323,"Zona Sur",59,"No","Regular",2,5,15660,1,40,1500000,685411,69.7,156.6,"Femenino"
"324",324,"Zona Norte",51,"No","Excelente",4,0,29072,1,45,15000000,9910337,62.9,158.8,"Femenino"
"325",325,"Zona Norte",41,"No","Buena",3,0,26571,1,29,8060599,6118944,68,177.1,"Masculino"
"326",326,"Zona Centro",19,"No","Buena",3,2,18899,4,33,4424975,2963876,70.6,150,"Femenino"
"327",327,"Zona Centro",29,"Sí","Buena",3,3,23565,1,33,1500000,1073435,64.8,155.1,"Femenino"
"328",328,"Zona Sur",34,"Sí","Buena",3,3,14414,3,32,1532769,832566,65.5,171.9,"Masculino"
"329",329,"Zona Centro",25,"Sí","Excelente",4,4,22893,3,30,5350247,2833964,63.4,169.5,"Masculino"
"330",330,"Zona Centro",17,"No","Regular",2,3,24444,1,54,2012276,1102232,68.2,160.2,"Femenino"
"331",331,"Zona Norte",15,"Sí","Excelente",4,3,26008,0,55,1901058,975769,68.8,154,"Femenino"
"332",332,"Zona Centro",24,"Sí","Buena",3,2,19227,1,51,4503732,2522117,71,157.3,"Femenino"
"333",333,"Zona Centro",25,"No","Mala",1,1,24923,0,31,1500000,1057326,70.5,176.2,"Masculino"
"334",334,"Zona Norte",15,"Sí","Regular",2,0,24520,1,71,3497982,2378331,69.9,171.4,"Masculino"
"335",335,"Zona Sur",16,"Sí","Regular",2,3,18661,0,56,1500000,732874,59.1,153,"Femenino"
"336",336,"Zona Norte",36,"No","Excelente",4,4,25980,3,53,2400554,1530856,78.6,151.9,"Femenino"
"337",337,"Zona Centro",32,"No","Regular",2,4,19675,1,30,9872234,7116179,71.6,174.1,"Masculino"
"338",338,"Zona Sur",30,"Sí","Excelente",4,9,15684,2,35,1500000,679424,70.8,163.9,"Femenino"
"339",339,"Zona Centro",6,"Sí","Buena",3,2,22592,4,31,2491612,1432951,72.6,153.1,"Femenino"
"340",340,"Zona Centro",48,"Sí","Mala",1,3,23194,2,26,2521218,1373226,65.3,151.4,"Femenino"
"341",341,"Zona Norte",14,"Sí","Excelente",4,4,25670,1,54,2248166,1001682,71.8,171.1,"Masculino"
"342",342,"Zona Sur",15,"No","Mala",1,4,17421,1,42,3281415,2151376,76.4,176.9,"Masculino"
"343",343,"Zona Centro",33,"Sí","Regular",2,2,20013,1,28,2312158,1392865,62.5,171.7,"Masculino"
"344",344,"Zona Centro",2,"Sí","Buena",3,4,19041,1,46,10343867,8298623,74.3,163.7,"Femenino"
"345",345,"Zona Centro",4,"No","Excelente",4,3,16218,2,47,2679125,1786371,62.8,187.9,"Masculino"
"346",346,"Zona Centro",48,"No","Regular",2,3,25384,1,22,2031503,1049947,67.2,160.4,"Femenino"
"347",347,"Zona Centro",11,"Sí","Mala",1,1,21630,0,57,1873612,1023291,73.2,170.2,"Masculino"
"348",348,"Zona Sur",12,"Sí","Regular",2,6,15844,3,38,1921257,1250616,70.5,174.9,"Masculino"
"349",349,"Zona Norte",10,"Sí","Buena",3,1,29069,2,40,3484894,1819775,78.3,168.6,"Femenino"
"350",350,"Zona Centro",85,"No","Mala",1,4,19059,1,53,3667250,2079500,66.4,155.8,"Femenino"
"351",351,"Zona Centro",26,"Sí","Excelente",4,1,18112,3,39,2799758,2086611,83,150.3,"Femenino"
"352",352,"Zona Norte",38,"Sí","Mala",1,0,26802,1,44,3291802,2861661,73.5,160.5,"Femenino"
"353",353,"Zona Centro",52,"No","Mala",1,5,22351,5,44,6116795,4200748,81.2,170.2,"Masculino"
"354",354,"Zona Norte",25,"Sí","Excelente",4,1,26776,5,32,3059414,1752472,63.3,182.6,"Masculino"
"355",355,"Zona Norte",28,"Sí","Buena",3,1,29231,2,35,4628306,3215444,74,180.6,"Masculino"
"356",356,"Zona Sur",21,"No","Buena",3,3,13155,4,65,7854323,6659707,74.9,173.3,"Femenino"
"357",357,"Zona Centro",26,"No","Buena",3,3,21217,4,45,1500000,739057,59.5,163.5,"Femenino"
"358",358,"Zona Centro",28,"Sí","Regular",2,3,26836,2,32,1590351,900268,77.6,167.2,"Masculino"
"359",359,"Zona Centro",7,"Sí","Regular",2,6,22621,2,32,1885803,762016,76.3,183,"Masculino"
"360",360,"Zona Norte",15,"No","Mala",1,1,25542,1,32,2853995,1355366,73.5,166.5,"Femenino"
"361",361,"Zona Norte",11,"Sí","Buena",3,1,26135,3,25,4406538,2832406,74.6,180.2,"Masculino"
"362",362,"Zona Sur",20,"No","Buena",3,4,15221,1,46,7464308,5346837,84,152.9,"Femenino"
"363",363,"Zona Sur",54,"No","Mala",1,3,16977,1,33,2745692,1773897,54.5,162.3,"Femenino"
"364",364,"Zona Norte",22,"Sí","Excelente",4,2,26050,1,54,5146168,3805163,75.9,174.5,"Masculino"
"365",365,"Zona Sur",57,"Sí","Buena",3,3,15212,1,48,2551644,1587646,74,168,"Masculino"
"366",366,"Zona Norte",23,"No","Excelente",4,1,27755,0,22,11792792,4703035,67.7,170.9,"Masculino"
"367",367,"Zona Sur",29,"No","Excelente",4,0,20542,1,35,2124906,940129,65.2,159.5,"Masculino"
"368",368,"Zona Centro",8,"No","Regular",2,3,22095,1,55,2056014,1436113,78.2,166.1,"Masculino"
"369",369,"Zona Sur",6,"No","Regular",2,6,15704,1,26,1500000,776930,66.9,155.1,"Femenino"
"370",370,"Zona Centro",78,"No","Regular",2,3,26440,2,49,4456932,3048673,64.2,180.1,"Masculino"
"371",371,"Zona Sur",2,"No","Regular",2,3,16472,5,39,1605399,1178860,64.5,163.2,"Femenino"
"372",372,"Zona Sur",56,"Sí","Buena",3,6,16661,3,24,6925110,3060180,95.1,155.9,"Masculino"
"373",373,"Zona Centro",12,"Sí","Regular",2,4,19455,1,30,3412640,1777631,62.7,173.7,"Masculino"
"374",374,"Zona Norte",39,"Sí","Excelente",4,2,27796,1,31,6306618,4419097,72.3,154.9,"Femenino"
"375",375,"Zona Centro",9,"No","Excelente",4,3,17891,1,71,2230124,643633,61.8,173.8,"Masculino"
"376",376,"Zona Norte",73,"No","Mala",1,1,28588,3,29,15000000,8521409,78.4,183,"Masculino"
"377",377,"Zona Norte",34,"Sí","Excelente",4,1,27709,1,35,4017589,2465738,79.9,162.5,"Femenino"
"378",378,"Zona Sur",15,"Sí","Mala",1,2,18320,3,49,2215501,1777322,61.8,157.9,"Femenino"
"379",379,"Zona Centro",70,"Sí","Excelente",4,2,22785,5,34,6449710,4213132,64.7,176.3,"Masculino"
"380",380,"Zona Centro",40,"No","Mala",1,2,20894,2,28,2620203,895808,60.1,157.5,"Femenino"
"381",381,"Zona Norte",15,"Sí","Regular",2,3,26034,5,36,5602054,4348993,67.3,159.4,"Femenino"
"382",382,"Zona Sur",23,"No","Regular",2,3,16705,2,55,2777378,1819434,74.3,170.8,"Masculino"
"383",383,"Zona Centro",24,"No","Regular",2,5,20743,0,51,6313504,3770121,84,152.1,"Femenino"
"384",384,"Zona Centro",68,"No","Mala",1,1,24193,1,32,4305871,2768669,70.4,170.1,"Masculino"
"385",385,"Zona Norte",8,"No","Mala",1,2,28770,3,48,6120356,2155099,67.1,170.6,"Femenino"
"386",386,"Zona Norte",17,"Sí","Buena",3,1,26748,0,51,2695096,2134778,77.1,162.4,"Femenino"
"387",387,"Zona Centro",41,"No","Regular",2,5,21044,3,41,3163649,1123877,84.8,179.9,"Masculino"
"388",388,"Zona Norte",24,"No","Excelente",4,1,29478,1,52,3437445,1588798,62.8,154.8,"Femenino"
"389",389,"Zona Centro",12,"No","Mala",1,2,19090,1,50,2971230,2032002,72.3,177.8,"Masculino"
"390",390,"Zona Sur",45,"No","Excelente",4,6,19093,3,32,1697998,1753816,76.1,163.8,"Masculino"
"391",391,"Zona Norte",10,"Sí","Buena",3,1,23276,1,28,2402015,1266728,73.7,171.1,"Masculino"
"392",392,"Zona Centro",29,"Sí","Excelente",4,3,21554,1,28,2839165,1795375,70.2,158.6,"Femenino"
"393",393,"Zona Norte",80,"No","Mala",1,1,29297,0,34,6357961,3826936,70.3,157.2,"Femenino"
"394",394,"Zona Centro",61,"No","Mala",1,1,24997,2,56,3189752,2156258,58.9,154.9,"Femenino"
"395",395,"Zona Centro",31,"Sí","Buena",3,9,25505,5,42,12063896,8603704,64.3,162,"Femenino"
"396",396,"Zona Norte",58,"Sí","Buena",3,0,23778,0,36,4463563,2391618,57.2,167.1,"Femenino"
"397",397,"Zona Centro",54,"No","Regular",2,6,21516,2,42,3274185,2121692,59.1,168.6,"Femenino"
"398",398,"Zona Norte",15,"No","Excelente",4,2,29244,0,30,7141698,3938206,64.4,162.7,"Masculino"
"399",399,"Zona Centro",39,"No","Mala",1,5,23444,2,31,3684328,1925672,77.6,151,"Femenino"
"400",400,"Zona Centro",8,"No","Regular",2,5,24452,1,43,3949406,2061943,65.7,152.9,"Femenino"
"401",401,"Zona Centro",18,"Sí","Regular",2,1,14366,0,41,1599735,524304,94.7,179.6,"Masculino"
"402",402,"Zona Norte",21,"No","Buena",3,2,27265,2,41,4935474,2243862,63.4,150,"Femenino"
"403",403,"Zona Sur",4,"No","Mala",1,3,17712,3,58,1500000,1109337,66.2,159,"Femenino"
"404",404,"Zona Sur",45,"No","Excelente",4,4,16899,3,32,1500000,915377,70.2,171.4,"Masculino"
"405",405,"Zona Centro",7,"Sí","Excelente",4,4,19063,5,40,2813193,1998116,66.2,168.5,"Masculino"
"406",406,"Zona Norte",30,"Sí","Regular",2,1,27757,1,31,5719887,3752473,59.5,171,"Masculino"
"407",407,"Zona Norte",11,"No","Excelente",4,2,26963,2,24,2455013,1176061,79.6,172.1,"Masculino"
"408",408,"Zona Centro",18,"Sí","Regular",2,3,19265,5,34,2699606,1247662,70.3,151.5,"Femenino"
"409",409,"Zona Norte",10,"No","Buena",3,5,28556,1,54,4160263,3172395,55.6,171.8,"Femenino"
"410",410,"Zona Centro",19,"No","Excelente",4,6,23262,3,43,4787390,2625178,75.6,163,"Femenino"
"411",411,"Zona Centro",63,"Sí","Regular",2,3,22160,2,28,6864639,4631573,68.7,166.5,"Femenino"
"412",412,"Zona Sur",44,"No","Mala",1,4,18150,1,26,4093183,1620355,78.6,170.8,"Masculino"
"413",413,"Zona Norte",32,"No","Regular",2,2,28956,4,34,6379668,3361392,71.7,176.6,"Masculino"
"414",414,"Zona Sur",7,"No","Buena",3,6,15207,2,45,2785423,1561469,64.4,163.8,"Femenino"
"415",415,"Zona Sur",105,"Sí","Buena",3,2,18125,2,35,2071739,1081319,70.1,150.3,"Femenino"
"416",416,"Zona Norte",26,"No","Regular",2,2,27739,2,26,3567019,2465316,70.9,169.4,"Masculino"
"417",417,"Zona Centro",47,"Sí","Buena",3,3,23643,1,29,1672191,825074,79.9,172.2,"Masculino"
"418",418,"Zona Centro",45,"No","Buena",3,4,23653,3,39,1590173,1134179,63,163.8,"Femenino"
"419",419,"Zona Norte",34,"Sí","Buena",3,3,28423,4,38,1948889,1858210,45.3,172.1,"Masculino"
"420",420,"Zona Norte",45,"No","Regular",2,2,28251,0,38,7514179,4464657,76.8,163.6,"Femenino"
"421",421,"Zona Norte",19,"Sí","Excelente",4,3,24790,0,32,6523270,4690678,62.1,155.7,"Femenino"
"422",422,"Zona Sur",59,"Sí","Regular",2,3,16757,2,53,1500000,1059929,73.9,180.1,"Masculino"
"423",423,"Zona Centro",51,"Sí","Buena",3,3,22698,3,30,6504345,4420589,70.6,168,"Femenino"
"424",424,"Zona Norte",9,"No","Buena",3,3,28401,3,38,6365683,4387631,72.3,174.7,"Masculino"
"425",425,"Zona Sur",13,"No","Mala",1,6,17054,4,44,4124066,1861104,63.8,164.6,"Femenino"
"426",426,"Zona Sur",76,"Sí","Excelente",4,4,15138,3,45,1500000,741623,75.9,153.3,"Femenino"
"427",427,"Zona Norte",25,"No","Mala",1,2,27058,0,31,11600997,8154121,83.5,168.8,"Femenino"
"428",428,"Zona Sur",50,"No","Excelente",4,7,15929,2,31,1500000,966016,62.9,167.4,"Masculino"
"429",429,"Zona Centro",43,"Sí","Mala",1,3,20115,0,25,1500000,627444,58.2,173.2,"Masculino"
"430",430,"Zona Centro",67,"No","Mala",1,3,23516,3,46,2572523,1303719,87.1,152.7,"Femenino"
"431",431,"Zona Centro",11,"No","Mala",1,3,25979,1,32,2013660,701954,58.4,173.6,"Femenino"
"432",432,"Zona Centro",32,"Sí","Regular",2,3,16372,2,57,12170038,9600451,66.6,158.9,"Femenino"
"433",433,"Zona Centro",42,"Sí","Mala",1,5,19557,3,24,4059750,2835917,65.4,163.1,"Femenino"
"434",434,"Zona Norte",17,"Sí","Buena",3,3,26961,0,29,5567121,4192546,74,155.3,"Femenino"
"435",435,"Zona Centro",12,"No","Mala",1,4,25454,5,46,1500000,866322,73.8,157.4,"Femenino"
"436",436,"Zona Sur",17,"Sí","Buena",3,4,13359,1,18,3539164,2431144,72.9,163,"Masculino"
"437",437,"Zona Centro",27,"No","Mala",1,2,18577,2,24,5435309,2945529,72.3,173.4,"Masculino"
"438",438,"Zona Centro",9,"Sí","Excelente",4,5,22980,1,43,1500000,832429,75.4,164.7,"Femenino"
"439",439,"Zona Centro",13,"Sí","Regular",2,4,26401,2,66,3491521,1931244,61.1,170.2,"Femenino"
"440",440,"Zona Sur",30,"No","Mala",1,4,14951,2,25,1528430,1165639,77.2,159.7,"Femenino"
"441",441,"Zona Norte",42,"Sí","Mala",1,1,30054,2,41,2508573,1402724,71.6,163.2,"Femenino"
"442",442,"Zona Centro",12,"Sí","Mala",1,3,27791,2,33,2150277,1142562,82.8,181.9,"Masculino"
"443",443,"Zona Norte",32,"No","Mala",1,0,29518,0,41,2585280,1944848,71.7,178.5,"Masculino"
"444",444,"Zona Sur",10,"Sí","Excelente",4,6,19345,4,32,2412199,1384513,62.3,160.2,"Femenino"
"445",445,"Zona Centro",64,"Sí","Excelente",4,5,26197,3,34,1926388,1197938,57.2,153.2,"Femenino"
"446",446,"Zona Norte",32,"No","Regular",2,2,31357,0,35,6975668,3920232,78.9,155.4,"Femenino"
"447",447,"Zona Centro",15,"Sí","Buena",3,5,20630,2,54,4530305,3168133,77.2,170.4,"Masculino"
"448",448,"Zona Norte",15,"No","Excelente",4,1,25097,0,42,3496940,2406720,61.3,180.4,"Masculino"
"449",449,"Zona Centro",45,"Sí","Regular",2,7,16794,3,57,1685149,998942,70.9,162.1,"Masculino"
"450",450,"Zona Sur",6,"No","Buena",3,7,17574,1,31,2137822,1313860,63,171.8,"Masculino"
"451",451,"Zona Centro",12,"Sí","Excelente",4,6,23515,5,47,2189436,1617312,66.7,188.4,"Masculino"
"452",452,"Zona Centro",15,"No","Buena",3,1,21244,2,38,2518814,1202542,74.6,154.8,"Femenino"
"453",453,"Zona Centro",41,"Sí","Regular",2,5,21742,4,29,1637636,1139461,69.7,169.7,"Masculino"
"454",454,"Zona Sur",34,"Sí","Excelente",4,8,17627,5,22,2123401,1102889,91.3,174.6,"Masculino"
"455",455,"Zona Norte",18,"Sí","Excelente",4,5,29450,1,36,4789835,4220966,79.9,150.4,"Femenino"
"456",456,"Zona Sur",9,"No","Excelente",4,6,17885,2,45,1751155,1230869,68,156.3,"Femenino"
"457",457,"Zona Norte",17,"No","Excelente",4,0,25835,2,28,9429166,6263574,67.9,170.1,"Masculino"
"458",458,"Zona Centro",23,"Sí","Regular",2,5,26424,2,37,1500000,1040944,70.4,158.2,"Femenino"
"459",459,"Zona Norte",14,"No","Regular",2,3,28052,0,41,1764980,1011749,69.7,173.9,"Masculino"
"460",460,"Zona Centro",35,"No","Regular",2,0,22751,3,41,1500000,979977,58.7,172.3,"Femenino"
"461",461,"Zona Sur",48,"Sí","Excelente",4,7,15826,1,59,3043791,1807138,75.2,157.9,"Femenino"
"462",462,"Zona Centro",62,"No","Mala",1,4,20644,3,34,2114644,1281715,74,163.2,"Masculino"
"463",463,"Zona Centro",43,"Sí","Regular",2,2,19966,1,34,1500000,500000,69,165.6,"Masculino"
"464",464,"Zona Norte",19,"Sí","Excelente",4,2,27756,2,31,4499609,2896132,72.6,161,"Femenino"
"465",465,"Zona Centro",46,"No","Buena",3,3,21214,2,49,4672029,3715081,61.3,163.4,"Femenino"
"466",466,"Zona Norte",54,"No","Excelente",4,3,29437,3,35,5905132,3988039,76,185.6,"Masculino"
"467",467,"Zona Norte",36,"Sí","Mala",1,1,25841,2,36,3821523,2248183,78.1,169.9,"Masculino"
"468",468,"Zona Norte",24,"No","Mala",1,1,28042,3,32,3164646,1886794,76.8,160,"Femenino"
"469",469,"Zona Norte",32,"Sí","Mala",1,1,25221,0,55,5050678,3464211,83.1,163.1,"Masculino"
"470",470,"Zona Centro",21,"No","Mala",1,6,20672,4,43,1717369,1148923,60.6,154.9,"Femenino"
"471",471,"Zona Norte",53,"No","Mala",1,2,27276,2,54,8354528,5280148,53.9,158.7,"Femenino"
"472",472,"Zona Norte",19,"No","Mala",1,2,29983,4,26,3992222,3348073,64.5,157.5,"Femenino"
"473",473,"Zona Sur",47,"No","Mala",1,4,15091,3,32,1588482,1086024,79.4,175.7,"Masculino"
"474",474,"Zona Centro",29,"No","Buena",3,2,21582,5,35,2487874,1482738,68.6,150,"Femenino"
"475",475,"Zona Centro",20,"No","Mala",1,2,23891,1,31,6575048,4299148,81.7,151.4,"Femenino"
"476",476,"Zona Norte",130,"Sí","Excelente",4,2,26287,0,44,3627570,2058057,83,172.5,"Masculino"
"477",477,"Zona Centro",83,"Sí","Buena",3,2,19076,1,48,4756442,2130317,81.9,163.1,"Masculino"
"478",478,"Zona Centro",20,"Sí","Regular",2,3,20371,0,46,7895400,5083258,75.4,157.5,"Femenino"
"479",479,"Zona Centro",28,"No","Mala",1,1,21348,4,31,5380838,3491237,56.2,164.1,"Femenino"
"480",480,"Zona Centro",19,"Sí","Regular",2,4,21551,4,21,7797661,3490164,63.5,168.8,"Masculino"
"481",481,"Zona Centro",25,"No","Regular",2,0,20691,1,35,3773621,2144554,83.6,171.4,"Masculino"
"482",482,"Zona Sur",4,"Sí","Buena",3,5,18778,2,24,3552044,1977577,68.1,166.5,"Masculino"
"483",483,"Zona Norte",75,"Sí","Excelente",4,3,29687,3,54,5200155,3742367,79.8,161.9,"Femenino"
"484",484,"Zona Sur",20,"Sí","Regular",2,1,18399,0,59,7291443,3946108,66.4,178.3,"Masculino"
"485",485,"Zona Norte",11,"No","Buena",3,3,24654,1,34,4985161,4015844,54.6,153.6,"Femenino"
"486",486,"Zona Centro",24,"Sí","Buena",3,7,18386,3,45,2358697,1270933,68.4,177.4,"Masculino"
